sample type,classifier,name,scores,metadata
person,Decision Tree,DecisionTreeClassifier manual six hour bins baseline,"{'accuracy': array([0.81818182, 0.45454545, 0.63636364, 0.72727273, 0.8       ]), 'balanced_accuracy': array([0.81666667, 0.46666667, 0.60714286, 0.78571429, 0.75      ]), 'average_precision': array([0.89090909, 0.54181818, 0.53571429, 0.67857143, 0.70714286]), 'f1': array([0.8       , 0.5       , 0.5       , 0.72727273, 0.66666667]), 'precision': array([0.8       , 0.42857143, 0.5       , 0.57142857, 1.        ]), 'recall': array([0.8, 0.6, 0.5, 1. , 0.5])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_six_hour_bins', 'feature_set_type': 'inactivity_baseline', 'n_features': 8, 'features': ['activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening']}"
person,Decision Tree,DecisionTreeClassifier manual six hour bins shuffled y,"{'accuracy': array([0.54545455, 0.27272727, 0.63636364, 0.45454545, 0.5       ]), 'balanced_accuracy': array([0.56666667, 0.25      , 0.5       , 0.41071429, 0.58333333]), 'average_precision': array([0.47090909, 0.44646465, 0.31590909, 0.33522727, 0.42222222]), 'f1': array([0.61538462, 0.        , 0.        , 0.25      , 0.61538462]), 'precision': array([0.5       , 0.        , 0.        , 0.25      , 0.44444444]), 'recall': array([0.8 , 0.  , 0.  , 0.25, 1.  ])}","{'analysis': 'validation_check', 'feature_set': 'manual_six_hour_bins', 'feature_set_type': 'shuffled_y', 'n_features': 8, 'features': ['activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier manual six hour bins inactivity reduced,"{'accuracy': array([0.81818182, 0.45454545, 0.54545455, 0.72727273, 0.8       ]), 'balanced_accuracy': array([0.81666667, 0.46666667, 0.64285714, 0.78571429, 0.75      ]), 'average_precision': array([0.85090909, 0.62181818, 0.86111111, 0.67857143, 0.7       ]), 'f1': array([0.8       , 0.5       , 0.61538462, 0.72727273, 0.66666667]), 'precision': array([0.8       , 0.42857143, 0.44444444, 0.57142857, 1.        ]), 'recall': array([0.8, 0.6, 1. , 1. , 0.5])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_six_hour_bins', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_afternoon', 'inactive_evening', 'inactive_morning', 'inactive_night'], 'n_features': 4, 'features': ['activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening']}"
person,Decision Tree,DecisionTreeClassifier manual full baseline,"{'accuracy': array([0.63636364, 0.81818182, 0.81818182, 0.90909091, 0.5       ]), 'balanced_accuracy': array([0.63333333, 0.81666667, 0.80357143, 0.875     , 0.5       ]), 'average_precision': array([0.50181818, 0.765     , 0.72916667, 0.89285714, 0.425     ]), 'f1': array([0.6       , 0.8       , 0.75      , 0.85714286, 0.44444444]), 'precision': array([0.6 , 0.8 , 0.75, 1.  , 0.4 ]), 'recall': array([0.6 , 0.8 , 0.75, 0.75, 0.5 ])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_full', 'feature_set_type': 'inactivity_baseline', 'n_features': 48, 'features': ['min', 'max', 'mean', 'median', 'sd', 'mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23', 'inactive_ratio', 'longest_inactivity', 'is_constant_activity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening']}"
person,Decision Tree,DecisionTreeClassifier manual full shuffled y,"{'accuracy': array([0.36363636, 0.72727273, 0.63636364, 0.36363636, 0.4       ]), 'balanced_accuracy': array([0.35      , 0.73333333, 0.55357143, 0.33928571, 0.375     ]), 'average_precision': array([0.43181818, 0.58424242, 0.36931818, 0.32840909, 0.37678571]), 'f1': array([0.22222222, 0.72727273, 0.33333333, 0.22222222, 0.25      ]), 'precision': array([0.25      , 0.66666667, 0.5       , 0.2       , 0.25      ]), 'recall': array([0.2 , 0.8 , 0.25, 0.25, 0.25])}","{'analysis': 'validation_check', 'feature_set': 'manual_full', 'feature_set_type': 'shuffled_y', 'n_features': 48, 'features': ['min', 'max', 'mean', 'median', 'sd', 'mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23', 'inactive_ratio', 'longest_inactivity', 'is_constant_activity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier manual full inactivity reduced,"{'accuracy': array([0.63636364, 0.72727273, 0.81818182, 0.72727273, 0.5       ]), 'balanced_accuracy': array([0.63333333, 0.73333333, 0.75      , 0.67857143, 0.5       ]), 'average_precision': array([0.50181818, 0.62424242, 0.77840909, 0.61904762, 0.425     ]), 'f1': array([0.6       , 0.72727273, 0.66666667, 0.57142857, 0.44444444]), 'precision': array([0.6       , 0.66666667, 1.        , 0.66666667, 0.4       ]), 'recall': array([0.6, 0.8, 0.5, 0.5, 0.5])}","{'analysis': 'inactivity_dominance', 'feature_set': 'manual_full', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['min', 'is_constant_activity', 'inactive_afternoon', 'inactive_evening', 'inactive_morning', 'inactive_night', 'inactive_ratio'], 'n_features': 41, 'features': ['max', 'mean', 'median', 'sd', 'mean_activity_0', 'mean_activity_1', 'mean_activity_2', 'mean_activity_3', 'mean_activity_4', 'mean_activity_5', 'mean_activity_6', 'mean_activity_7', 'mean_activity_8', 'mean_activity_9', 'mean_activity_10', 'mean_activity_11', 'mean_activity_12', 'mean_activity_13', 'mean_activity_14', 'mean_activity_15', 'mean_activity_16', 'mean_activity_17', 'mean_activity_18', 'mean_activity_19', 'mean_activity_20', 'mean_activity_21', 'mean_activity_22', 'mean_activity_23', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening']}"
person,Decision Tree,DecisionTreeClassifier automatic all candidates baseline,"{'accuracy': array([0.63636364, 0.81818182, 0.90909091, 0.90909091, 0.7       ]), 'balanced_accuracy': array([0.63333333, 0.81666667, 0.875     , 0.875     , 0.70833333]), 'average_precision': array([0.48848485, 0.765     , 0.95      , 0.89285714, 0.55      ]), 'f1': array([0.6       , 0.8       , 0.85714286, 0.85714286, 0.66666667]), 'precision': array([0.6, 0.8, 1. , 1. , 0.6]), 'recall': array([0.6 , 0.8 , 0.75, 0.75, 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_all_candidates', 'feature_set_type': 'inactivity_baseline', 'n_features': 20, 'features': ['mean', 'sd', 'inactive_ratio', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening']}"
person,Decision Tree,DecisionTreeClassifier automatic all candidates shuffled y,"{'accuracy': array([0.54545455, 0.45454545, 0.45454545, 0.36363636, 0.4       ]), 'balanced_accuracy': array([0.56666667, 0.43333333, 0.41071429, 0.33928571, 0.33333333]), 'average_precision': array([0.59090909, 0.43030303, 0.30681818, 0.40340909, 0.42142857]), 'f1': array([0.61538462, 0.25      , 0.25      , 0.22222222, 0.        ]), 'precision': array([0.5       , 0.33333333, 0.25      , 0.2       , 0.        ]), 'recall': array([0.8 , 0.2 , 0.25, 0.25, 0.  ])}","{'analysis': 'validation_check', 'feature_set': 'automatic_all_candidates', 'feature_set_type': 'shuffled_y', 'n_features': 20, 'features': ['mean', 'sd', 'inactive_ratio', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening', 'inactive_night', 'inactive_morning', 'inactive_afternoon', 'inactive_evening'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier automatic all candidates inactivity reduced,"{'accuracy': array([0.63636364, 0.81818182, 1.        , 0.72727273, 0.7       ]), 'balanced_accuracy': array([0.63333333, 0.83333333, 1.        , 0.67857143, 0.70833333]), 'average_precision': array([0.78181818, 0.71428571, 1.        , 0.61904762, 0.75      ]), 'f1': array([0.6       , 0.83333333, 1.        , 0.57142857, 0.66666667]), 'precision': array([0.6       , 0.71428571, 1.        , 0.66666667, 0.6       ]), 'recall': array([0.6 , 1.  , 1.  , 0.5 , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_all_candidates', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_morning', 'inactive_afternoon', 'inactive_evening', 'inactive_night', 'inactive_ratio'], 'n_features': 15, 'features': ['mean', 'sd', 'longest_inactivity', '12_hour_day_activity', '12_hour_night_activity', 'day_night_ratio', 'mean_absolute_change_activity', 'IV', 'RA', 'daily_mean_activity_variance', 'IS', 'activity_night', 'activity_morning', 'activity_afternoon', 'activity_evening']}"
person,Decision Tree,DecisionTreeClassifier automatic positive permutation baseline,"{'accuracy': array([0.63636364, 0.81818182, 0.90909091, 0.90909091, 0.7       ]), 'balanced_accuracy': array([0.63333333, 0.81666667, 0.875     , 0.875     , 0.70833333]), 'average_precision': array([0.78181818, 0.765     , 0.95      , 0.89285714, 0.48333333]), 'f1': array([0.6       , 0.8       , 0.85714286, 0.85714286, 0.66666667]), 'precision': array([0.6, 0.8, 1. , 1. , 0.6]), 'recall': array([0.6 , 0.8 , 0.75, 0.75, 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_positive_permutation', 'feature_set_type': 'inactivity_baseline', 'n_features': 5, 'features': ['daily_mean_activity_variance', 'inactive_evening', 'sd', 'inactive_ratio', 'day_night_ratio']}"
person,Decision Tree,DecisionTreeClassifier automatic positive permutation shuffled y,"{'accuracy': array([0.45454545, 0.45454545, 0.54545455, 0.45454545, 0.5       ]), 'balanced_accuracy': array([0.43333333, 0.43333333, 0.42857143, 0.35714286, 0.45833333]), 'average_precision': array([0.46363636, 0.47272727, 0.36363636, 0.36363636, 0.38333333]), 'f1': array([0.25      , 0.25      , 0.        , 0.        , 0.28571429]), 'precision': array([0.33333333, 0.33333333, 0.        , 0.        , 0.33333333]), 'recall': array([0.2 , 0.2 , 0.  , 0.  , 0.25])}","{'analysis': 'validation_check', 'feature_set': 'automatic_positive_permutation', 'feature_set_type': 'shuffled_y', 'n_features': 5, 'features': ['daily_mean_activity_variance', 'inactive_evening', 'sd', 'inactive_ratio', 'day_night_ratio'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier automatic positive permutation inactivity reduced,"{'accuracy': array([0.63636364, 0.81818182, 1.        , 0.72727273, 0.7       ]), 'balanced_accuracy': array([0.63333333, 0.83333333, 1.        , 0.78571429, 0.70833333]), 'average_precision': array([0.78181818, 0.71428571, 1.        , 0.67857143, 0.55      ]), 'f1': array([0.6       , 0.83333333, 1.        , 0.72727273, 0.66666667]), 'precision': array([0.6       , 0.71428571, 1.        , 0.57142857, 0.6       ]), 'recall': array([0.6 , 1.  , 1.  , 1.  , 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_positive_permutation', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_evening', 'inactive_ratio'], 'n_features': 3, 'features': ['daily_mean_activity_variance', 'sd', 'day_night_ratio']}"
person,Decision Tree,DecisionTreeClassifier automatic rfecv selected baseline,"{'accuracy': array([0.81818182, 0.81818182, 1.        , 0.90909091, 0.9       ]), 'balanced_accuracy': array([0.8       , 0.81666667, 1.        , 0.875     , 0.875     ]), 'average_precision': array([0.78181818, 0.765     , 1.        , 0.89285714, 0.91666667]), 'f1': array([0.75      , 0.8       , 1.        , 0.85714286, 0.85714286]), 'precision': array([1. , 0.8, 1. , 1. , 1. ]), 'recall': array([0.6 , 0.8 , 1.  , 0.75, 0.75])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_rfecv_selected', 'feature_set_type': 'inactivity_baseline', 'n_features': 2, 'features': ['daily_mean_activity_variance', 'inactive_evening']}"
person,Decision Tree,DecisionTreeClassifier automatic rfecv selected shuffled y,"{'accuracy': array([0.45454545, 0.45454545, 0.54545455, 0.45454545, 0.5       ]), 'balanced_accuracy': array([0.43333333, 0.43333333, 0.42857143, 0.41071429, 0.5       ]), 'average_precision': array([0.56363636, 0.47272727, 0.36363636, 0.33522727, 0.55      ]), 'f1': array([0.25      , 0.25      , 0.        , 0.25      , 0.44444444]), 'precision': array([0.33333333, 0.33333333, 0.        , 0.25      , 0.4       ]), 'recall': array([0.2 , 0.2 , 0.  , 0.25, 0.5 ])}","{'analysis': 'validation_check', 'feature_set': 'automatic_rfecv_selected', 'feature_set_type': 'shuffled_y', 'n_features': 2, 'features': ['daily_mean_activity_variance', 'inactive_evening'], 'shuffled_y': True}"
person,Decision Tree,DecisionTreeClassifier automatic rfecv selected inactivity reduced,"{'accuracy': array([0.81818182, 0.72727273, 0.90909091, 0.72727273, 0.8       ]), 'balanced_accuracy': array([0.8       , 0.75      , 0.92857143, 0.78571429, 0.83333333]), 'average_precision': array([0.78181818, 0.775     , 0.9       , 0.66666667, 0.75      ]), 'f1': array([0.75      , 0.76923077, 0.88888889, 0.72727273, 0.8       ]), 'precision': array([1.        , 0.625     , 0.8       , 0.57142857, 0.66666667]), 'recall': array([0.6, 1. , 1. , 1. , 1. ])}","{'analysis': 'inactivity_dominance', 'feature_set': 'automatic_rfecv_selected', 'feature_set_type': 'inactivity_reduced', 'removed_features': ['inactive_evening'], 'n_features': 1, 'features': ['daily_mean_activity_variance']}"
